Genero,Casado,Edad,Graduado,Experiencia_laboral,Gastoscore,Family_Size,Generacion,Ingresos_anuales_brutos,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Zona_Centro,Zona_Este,Zona_Norte,Zona_Sur,Profesion_Administración/Servicios,Profesion_Arte,Profesion_Empresa/Finanzas,Profesion_Otros,Profesion_Salud,Profesion_Tecnico/Ing,Campanna_anno_0.0,Campanna_anno_1.0,Campanna_anno_3.0,Campanna_anno_4.0,Campanna_anno_5.0
1,0,-0.21361418575916932,1,2,0,-0.4935129451833914,1,1.7239273450160038,-0.13652514568417679,0.17013106035126344,1,-1.1701085182073323,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,-1.3552225603566475,0,0,0,0.15347311457466806,3,-1.1501954680321722,0.2821883105326869,-0.5338179926678509,1,0.040112494325848624,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,-1.3552225603566475,0,0,0,1.4474452340907868,3,-0.9511100530193886,0.05622339505475935,-0.5338179926678509,1,0.5645415997568937,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,-0.15925188220690847,0,2,1,0.8004591743327275,1,0.8678939281244897,-0.22260701824719678,-0.5338179926678509,0,1.640293610897499,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0.33000884976343925,0,2,0,-1.1404990049414507,1,1.5783528382629646,-0.3012035105873455,2.6339527459181635,0,0.6116057502442952,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0.438733456867961,0,2,0,-1.1404990049414507,1,1.314015724992518,-0.3012035105873455,2.6339527459181635,0,0.12079389516139402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,-0.9203241319385604,0,0,1,1.4474452340907868,2,-0.7198785807767267,0.0033578972307307525,-0.5338179926678509,0,0.6452230005924391,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,-0.3767010964159519,1,1,0,-0.4935129451833914,2,0.5166298119848377,-0.2548877204583293,0.17013106035126344,0,1.0150127544220222,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,-1.463947167461169,0,0,0,0.8004591743327275,3,-0.9659553788340645,0.13715906871455535,-0.5338179926678509,1,0.4099022481554317,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,-0.702874917729517,0,1,0,0.15347311457466806,2,-0.7419772311814631,0.11096023793450577,-0.5338179926678509,1,0.6116057502442952,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,0.438733456867961,0,2,0,-1.1404990049414507,1,1.7093078036243647,-0.05465379949652187,2.6339527459181635,1,-1.1970023184858474,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1,-1.0290487390430823,0,0,0,-0.4935129451833914,2,-1.0652158558116602,0.4922467930370129,-0.5338179926678509,0,-1.647473473150976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1,1.0367187959428303,0,2,0,-1.1404990049414507,1,0.7172392718531204,-0.36529707874568107,2.6339527459181635,0,1.142758305744969,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,0.438733456867961,1,2,1,0.8004591743327275,1,-0.5865811020263189,-0.392899418317519,-0.5338179926678509,0,-1.365088570226567,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,0.11255963555439583,1,2,1,0.15347311457466806,1,1.1270944457708472,-0.32880585015918345,1.226054639879935,0,0.32922084731988627,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,-0.8659618283862996,1,1,2,-0.4935129451833914,2,-1.0700419978540738,0.1862818764271483,-0.5338179926678509,0,1.485654259296037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0.22128424265891755,0,2,0,1.4474452340907868,1,-0.21426258843847634,-0.45699298647585457,-0.5338179926678509,0,0.369561547737659,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,-1.0834110425953432,1,0,0,-0.4935129451833914,2,-0.7908595587689512,0.23400117534795287,-0.5338179926678509,1,0.5376477994783786,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,-0.21361418575916932,0,2,0,1.4474452340907868,1,0.7035793142593881,0.2185625786382808,-0.5338179926678509,0,1.9294019638915365,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0.11255963555439583,1,2,0,-1.1404990049414507,1,-0.12837983852581678,0.009439768661813688,0.17013106035126344,1,0.15441114550953794,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1.7977910456744823,1,2,0,-1.1404990049414507,0,-0.9490779932120564,0.0459309972483113,-0.5338179926678509,0,-0.5246573115229691,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1,-0.702874917729517,1,1,1,-0.4935129451833914,2,-0.9811958273890551,0.07867953572337327,-0.5338179926678509,0,1.9495723141004229,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,-0.32233879286369105,1,2,0,0.15347311457466806,2,0.981153039330373,0.2185625786382808,-0.5338179926678509,0,-1.6945376236383773,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,-0.32233879286369105,1,2,0,-0.4935129451833914,2,0.0009381897685657936,-0.4055309974436143,0.17013106035126344,0,1.5327184097834383,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0.2756465462111784,1,2,0,0.15347311457466806,1,0.40619300606691566,-0.274069007279437,1.226054639879935,0,-1.6340265730117183,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0,1.6347041350176998,1,2,0,-1.1404990049414507,1,1.6327104381090976,-0.7133672591091967,0.17013106035126344,0,0.7796920019850148,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,0.16692193910665667,1,2,0,0.15347311457466806,1,-0.1534701325357919,-0.34705146445243223,-0.5338179926678509,0,-0.2288255084593027,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,0.16692193910665667,1,2,0,-0.4935129451833914,1,0.8609228340632256,-0.3105602358659346,0.17013106035126344,1,0.4233491482946892,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0.33000884976343925,1,2,0,-0.4935129451833914,1,-0.7672650865615954,4.54090182108253,-0.5338179926678509,0,-0.5649980119407418,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1,-0.05052727510238675,0,2,0,0.15347311457466806,1,1.9631741642764753,0.0459309972483113,5.449748957994621,0,1.2503335068590296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,-0.32233879286369105,1,2,0,0.8004591743327275,2,-0.4142229180905279,0.11096023793450577,-0.5338179926678509,0,2.010083364727082,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,-0.9746864354908213,1,0,0,-0.4935129451833914,2,-0.8911078425973332,-0.03968303905077926,-0.5338179926678509,1,-0.8742767151436659,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,-1.0834110425953432,1,0,0,0.8004591743327275,2,-0.993134178757131,0.07259766429229034,-0.5338179926678509,0,1.1293114056057114,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,0.16692193910665667,1,2,0,0.8004591743327275,1,0.5059614979963444,-0.18237309954926353,1.226054639879935,0,0.8603734028205602,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,-0.9203241319385604,1,0,0,0.15347311457466806,2,-0.7932585182637182,-0.07196374126191177,-0.5338179926678509,0,-0.9415112158399537,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0,-0.15925188220690847,1,2,0,0.8004591743327275,1,1.505142239093251,-0.16880584789530928,-0.5338179926678509,0,-0.9213408656310673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,-0.702874917729517,1,1,0,1.4474452340907868,2,-0.8466847573648238,-0.6642444513966038,-0.5338179926678509,0,-1.1297678177895596,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,-1.3552225603566475,0,0,0,0.8004591743327275,3,-1.217084103356853,-0.6530163810622969,-0.5338179926678509,0,1.2570569569286583,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,-1.3008602568043865,0,0,0,2.0944312938488463,3,-1.1602428748573141,4.550258546361119,-0.5338179926678509,0,-1.7147079738472637,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,-0.9746864354908213,0,0,0,1.4474452340907868,2,-0.8711259211585679,-0.13652514568417679,-0.5338179926678509,0,-0.0674627067882119,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1,-0.21361418575916932,1,2,1,-0.4935129451833914,1,-0.6196020738954651,0.046398833512240764,-0.5338179926678509,1,-0.8541063649347795,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,1.4716172243609174,0,2,0,-1.1404990049414507,1,-0.06532953839276337,-0.22822105341435028,-0.5338179926678509,1,0.6721168008709543,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,1,1.580341831465439,1,2,2,-0.4935129451833914,1,0.5184925334748921,-0.4293906469040166,0.17013106035126344,0,0.3493911975287726,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,-1.0834110425953432,0,0,0,2.7414173536069057,2,-1.0254495743042868,-0.10518011600090318,-0.5338179926678509,0,1.30412110741606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0,-0.9203241319385604,0,0,0,0.8004591743327275,2,-0.9036671011287607,-0.30868889081021683,-0.5338179926678509,0,0.5443712495480073,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,-0.9203241319385604,0,0,0,3.388403413364965,2,-0.7329458542599872,-0.35172982709172684,-0.5338179926678509,0,-1.4928341215495138,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,-0.9746864354908213,0,0,0,0.15347311457466806,2,-0.7691842541574091,-0.4055309974436143,-0.5338179926678509,0,-1.2978540695302792,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1,1.4172549208086564,0,2,1,0.8004591743327275,1,0.7325361665138702,6.370141613046705,-0.5338179926678509,0,0.21492219613619698,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0.16692193910665667,0,2,0,4.035389473123025,1,-0.1525669948436443,-0.15523859624135505,-0.5338179926678509,0,-0.2960600091555905,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,-0.6485126141772561,0,1,0,0.8004591743327275,2,-0.9251730674230251,-0.09348420940266677,-0.5338179926678509,0,1.3242914576249463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,-0.21361418575916932,1,2,1,0.15347311457466806,1,1.4825637967895613,-0.4378116996547468,-0.5338179926678509,0,-0.3498476097126208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,0.2756465462111784,0,2,1,2.7414173536069057,1,1.5201569032252045,-0.2558233929861882,-0.5338179926678509,0,-0.6725732130548023,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1,-0.10488957865464761,0,2,2,1.4474452340907868,1,0.5271005646031738,-0.017694734646094796,-0.5338179926678509,0,-0.5717214620103707,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,1.0910810994950912,1,2,0,-0.4935129451833914,1,0.16135802233628085,-0.38354269303892985,0.17013106035126344,0,0.2485394464843409,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0.7649072781815262,1,2,0,-1.1404990049414507,1,0.2540425279929269,-0.08178830280443035,0.17013106035126344,1,-1.2171726686947337,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0.438733456867961,1,2,0,-1.1404990049414507,1,0.6891008881321472,-0.2647122820008479,0.17013106035126344,0,1.3982494083908628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,-0.9746864354908213,1,0,0,-1.1404990049414507,2,-0.8923214338711566,0.014118131301108255,-0.5338179926678509,0,-0.24227240859856025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,-1.0834110425953432,1,0,0,0.15347311457466806,2,-0.9368291882623049,0.07259766429229034,-0.5338179926678509,1,0.4838601989213483,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,0.438733456867961,0,2,2,-0.4935129451833914,1,0.742950473026447,-0.36529707874568107,2.6339527459181635,0,0.557818149687265,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,-1.0290487390430823,1,0,1,-0.4935129451833914,2,-1.0649618483357437,-0.6062327546693512,-0.5338179926678509,1,-0.343124159642992,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,-0.4854257035204736,1,1,0,-1.1404990049414507,2,-0.9148716531219666,-0.35172982709172684,-0.5338179926678509,0,-0.3229538094341057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,-0.8115995248340387,0,1,0,0.15347311457466806,2,-1.0682357224697787,-0.35172982709172684,-0.5338179926678509,0,1.485654259296037,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,-0.15925188220690847,1,2,0,-1.1404990049414507,1,0.9873056648581284,-0.4378116996547468,0.17013106035126344,0,-0.0674627067882119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,-0.3767010964159519,1,1,0,-1.1404990049414507,2,1.2580211880793675,-0.6750046854669813,0.17013106035126344,0,-1.365088570226567,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1,-0.10488957865464761,1,2,0,0.15347311457466806,1,-0.46076273228900827,-0.6941859722880891,-0.5338179926678509,0,-0.6792966631244312,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,-0.21361418575916932,1,2,2,1.4474452340907868,1,0.27250040457619323,-0.13652514568417679,-0.5338179926678509,0,1.8756143633345064,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,-0.43106339996821275,1,1,0,-1.1404990049414507,2,0.7385758998301072,0.06791930165299577,0.17013106035126344,1,-0.18848480804153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
