,Genero,Casado,Edad,Graduado,Experiencia_laboral,Gastoscore,Family_Size,Generacion,Ingresos_anuales_brutos,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Zona_Centro,Zona_Este,Zona_Norte,Zona_Sur,Profesion_Administración/Servicios,Profesion_Arte,Profesion_Empresa/Finanzas,Profesion_Otros,Profesion_Salud,Profesion_Tecnico/Ing,Campanna_anno_0.0,Campanna_anno_1.0,Campanna_anno_3.0,Campanna_anno_4.0,Campanna_anno_5.0
42,1,0,41,1,1.0,0.0,2,2.0,74453,1054,50,0,449,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,1,0,21,0,0.0,0.0,4,3.0,21922,1892,30,1,359,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,0,0,35,0,1.0,0.0,3,2.0,29858,1836,30,1,389,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,0,1,56,0,2.0,0.0,1,1.0,116712,1482,120,1,120,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48,1,1,29,0,0.0,0.0,2,2.0,18405,2651,30,0,53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49,1,1,67,0,2.0,0.0,1,1.0,81561,818,120,0,468,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50,0,1,56,1,2.0,1.0,4,1.0,35364,759,30,0,95,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51,0,1,50,1,2.0,1.0,3,1.0,96083,896,80,0,347,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,1,1,32,1,1.0,2.0,2,2.0,18234,1997,30,0,519,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,1,1,52,0,2.0,0.0,5,1.0,48556,622,30,0,353,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,1,0,28,1,0.0,0.0,2,2.0,28126,2099,30,1,378,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
55,1,0,44,0,2.0,0.0,5,1.0,81077,2066,30,0,585,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56,1,0,50,1,2.0,0.0,1,1.0,51599,1619,50,1,321,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,0,1,81,1,2.0,0.0,1,0.0,22520,1697,30,0,220,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58,1,1,35,1,1.0,1.0,2,2.0,21382,1767,30,0,588,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
59,1,1,42,1,2.0,0.0,3,2.0,90912,2066,30,0,46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60,0,0,42,1,2.0,0.0,2,2.0,56181,732,50,0,526,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61,0,1,53,1,2.0,0.0,3,1.0,70540,1013,80,0,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
62,0,0,78,1,2.0,0.0,1,1.0,113998,74,50,0,414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
63,0,1,51,1,2.0,0.0,3,1.0,50710,857,30,0,264,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,0,1,51,1,2.0,0.0,2,1.0,86652,935,50,1,361,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65,0,1,54,1,2.0,0.0,2,1.0,28962,11305,30,0,214,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
66,1,1,47,0,2.0,0.0,3,1.0,125707,1697,200,0,484,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67,0,0,42,1,2.0,0.0,4,2.0,41471,1836,30,0,597,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68,1,0,30,1,0.0,0.0,2,2.0,24574,1514,30,1,168,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69,1,0,28,1,0.0,0.0,4,2.0,20959,1754,30,0,466,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
70,0,1,51,1,2.0,0.0,4,1.0,74075,1209,80,0,426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
71,0,0,31,1,0.0,0.0,3,2.0,28041,1445,30,0,158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
72,0,0,45,1,2.0,0.0,4,1.0,109478,1238,30,0,161,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,0,0,35,1,1.0,0.0,5,2.0,26148,179,30,0,130,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,0,0,23,0,0.0,0.0,4,3.0,13024,203,30,0,485,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
75,1,0,24,0,0.0,0.0,6,3.0,15038,11325,30,0,43,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,1,0,30,0,0.0,0.0,5,2.0,25282,1307,30,0,288,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77,1,1,44,1,2.0,1.0,2,1.0,34194,1698,30,1,171,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,0,1,75,0,2.0,0.0,1,1.0,53833,1111,30,1,398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
79,1,1,77,1,2.0,2.0,2,1.0,74519,681,50,0,350,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,0,0,28,0,0.0,0.0,7,2.0,19814,1374,30,0,492,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
81,1,0,31,0,0.0,0.0,4,2.0,24129,939,30,0,379,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,1,0,31,0,0.0,0.0,8,2.0,30178,847,30,0,76,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,1,0,30,0,0.0,0.0,3,2.0,28894,732,30,0,105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84,1,1,74,0,2.0,1.0,4,1.0,82103,15215,30,0,330,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85,1,1,51,0,2.0,0.0,9,1.0,50742,1267,30,0,254,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86,0,0,36,0,1.0,0.0,4,2.0,23367,1399,30,0,495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,0,1,44,1,2.0,1.0,3,1.0,108678,663,30,0,246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
88,0,1,53,0,2.0,1.0,7,1.0,110010,1052,30,0,198,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89,1,1,46,0,2.0,2.0,5,1.0,74824,1561,30,0,213,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
90,0,1,68,1,2.0,0.0,2,1.0,61865,779,50,0,335,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91,1,0,62,1,2.0,0.0,1,1.0,65149,1424,50,1,117,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92,0,0,56,1,2.0,0.0,1,1.0,80564,1033,50,0,506,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
93,0,0,30,1,0.0,0.0,1,2.0,24531,1629,30,0,262,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94,0,0,28,1,0.0,0.0,3,2.0,22954,1754,30,1,370,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
95,0,1,56,0,2.0,2.0,2,1.0,82472,818,120,0,381,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
96,0,1,29,1,0.0,1.0,2,2.0,18414,303,30,1,247,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
97,0,0,39,1,1.0,0.0,1,2.0,23732,847,30,0,250,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
99,1,0,33,0,1.0,0.0,3,2.0,18298,847,30,0,519,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
100,0,0,45,1,2.0,0.0,1,1.0,91130,663,50,0,288,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
101,1,0,41,1,1.0,0.0,1,2.0,100722,156,50,0,95,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
102,1,1,46,1,2.0,0.0,3,1.0,39822,115,30,0,197,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
103,0,1,44,1,2.0,2.0,5,1.0,65803,1307,30,0,577,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
104,1,0,40,1,1.0,0.0,1,2.0,82317,1744,50,1,270,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105,0,0,43,1,2.0,0.0,1,2.0,36678,1928,50,1,294,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
106,1,1,44,1,2.0,2.0,3,1.0,121189,1146,200,0,400,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
107,0,1,44,1,2.0,1.0,2,1.0,59561,1238,50,0,245,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
108,1,0,31,1,0.0,0.0,6,2.0,28964,686,30,1,379,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
109,0,0,34,1,1.0,0.0,1,2.0,20958,1008,30,1,376,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
110,1,0,45,1,2.0,0.0,1,1.0,91295,1652,50,0,396,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
111,0,0,31,1,0.0,0.0,5,2.0,21062,1698,30,0,358,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
112,1,1,33,0,1.0,1.0,3,2.0,26010,1169,30,1,152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
113,0,0,44,0,2.0,0.0,3,1.0,82413,709,30,1,128,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114,1,0,33,1,1.0,0.0,1,2.0,22697,2043,30,0,448,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
115,0,0,33,1,1.0,0.0,1,2.0,22806,1008,30,0,134,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,0,0,42,1,2.0,0.0,2,2.0,42794,893,50,0,474,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
117,1,1,47,1,2.0,0.0,1,1.0,115634,818,50,0,395,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
118,1,0,32,1,1.0,0.0,1,2.0,19515,1192,30,0,543,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
119,0,0,33,1,1.0,0.0,3,2.0,24037,1859,30,0,129,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120,1,1,30,1,0.0,0.0,2,2.0,30553,1813,30,1,108,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
121,0,1,53,1,2.0,1.0,2,1.0,112595,1287,50,0,353,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
122,0,0,56,1,2.0,0.0,1,1.0,42569,759,50,0,498,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
123,0,0,53,1,2.0,0.0,1,1.0,129312,974,50,0,188,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
124,1,0,52,1,2.0,0.0,1,1.0,79139,1658,50,0,452,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
125,0,0,31,1,0.0,0.0,1,2.0,21533,1974,30,0,504,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
126,0,0,44,1,2.0,0.0,1,1.0,86268,1146,50,0,351,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
127,1,1,56,1,2.0,0.0,2,1.0,91677,896,50,1,222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
128,0,1,40,0,1.0,0.0,2,2.0,49599,1468,30,0,416,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
129,0,0,56,1,2.0,0.0,1,1.0,67106,759,50,0,56,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
130,1,1,50,1,2.0,2.0,4,1.0,67996,7,80,1,137,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
131,1,0,44,1,2.0,0.0,1,1.0,109040,1261,50,1,218,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
132,1,0,44,1,2.0,0.0,1,1.0,125899,1629,50,1,199,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
133,1,1,45,1,2.0,0.0,2,1.0,108619,1606,50,0,492,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
134,1,1,47,1,2.0,1.0,4,1.0,98845,1306,80,1,306,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,1,1,57,1,2.0,1.0,4,1.0,117511,1091,80,0,154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
137,1,0,25,0,0.0,0.0,4,3.0,31975,1926,30,0,431,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
138,0,0,34,0,1.0,0.0,3,2.0,21526,893,30,0,527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
139,0,1,46,1,2.0,0.0,2,1.0,126327,1404,50,0,539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
140,1,1,67,0,2.0,0.0,1,1.0,108904,1248,120,0,170,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
141,0,1,50,1,2.0,0.0,1,1.0,44584,1639,50,0,311,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
142,0,1,69,1,2.0,0.0,1,1.0,39911,16,50,1,301,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143,1,1,95,0,2.0,0.0,1,0.0,42398,642,30,1,230,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
